 SRR11617503	SRR11617504	SRR11617505	SRR11617506	SRR11617507	SRR11617508	SRR11617513	SRR11617514	SRR11617519	SRR11617520	SRR11617523	SRR11617524	SRR11617526	SRR11617527	SRR11617528
scig1.0011462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011457	3	1	3	0	3	1	1	0	8	5	9	3	5	0	0
scig1.0011443	5	3	2	0	2	3	0	1	2	0	4	2	1	0	9
scig1.0011404	3	10	15	11	6	5	4	7	10	7	14	11	11	17	10
scig1.0011398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055509	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0011355	406	169	303	214	382	397	324	171	176	326	454	375	298	366	219
scig1.0011334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011329	281	64	146	59	82	62	80	65	92	89	108	85	104	152	121
scig1.0014303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011316	192	69	45	21	23	28	36	11	45	29	24	22	56	43	43
scig1.0011309	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
scig1.0011284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011280	0	0	0	0	2	1	3	2	1	0	0	0	1	0	1
scig1.0030110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011268	3	1	0	1	2	0	2	3	2	1	2	2	0	0	1
scig1.0011265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011264	5	4	1	2	1	0	0	0	1	0	1	1	8	1	0
scig1.0011263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011262	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0004320	60746	14893	36488	9230	18445	16470	1460	14238	1968	1526	945	1592	1009	1033	1908
scig1.0052079	87	77	70	38	99	75	70	83	105	93	78	81	94	128	145
scig1.0011253	23	13	18	9	23	10	21	12	41	31	39	37	35	80	31
scig1.0011242	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0
scig1.0018985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011240	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011223	18	10	2	5	21	17	24	67	97	189	48	36	36	48	60
scig1.0013095	89	43	32	12	46	50	17	60	18	16	51	62	20	27	49
scig1.0049864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011222	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0011218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011216	90	77	55	47	59	34	92	49	48	126	63	112	96	113	6
scig1.0018218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011197	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
scig1.0011195	0	0	0	0	0	0	0	0	0	0	1	10	2	4	1
scig1.0011181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011175	27	23	18	17	109	171	32	170	49	49	207	186	143	144	156
scig1.0011162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011161	0	0	0	0	0	0	1	0	2	2	1	8	1	2	0
scig1.0080128	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0011157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011135	2	0	1	0	0	0	0	0	0	0	0	0	0	4	1
scig1.0011119	4	2	2	3	1	4	1	0	0	2	0	1	0	2	4
scig1.0070498	4	0	6	2	1	6	0	3	0	0	0	0	0	1	3
scig1.0011109	410	230	274	225	349	343	234	227	470	352	392	362	320	466	291
scig1.0002953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011108	1	1	0	1	2	6	3	3	2	3	0	1	4	2	12
scig1.0050219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053591	2	3	5	0	4	1	0	1	3	0	0	1	2	0	5
scig1.0011104	0	0	0	0	0	1	0	3	0	2	10	1	1	4	2
scig1.0011090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047508	535	125	105	24	6	15	9	1	8	17	0	1	6	3	29
scig1.0011085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011079	45	5	9	32	5	4	35	18	183	99	186	233	1353	1958	6
scig1.0053263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011058	9	0	3	4	0	1	0	0	6	0	0	0	2	0	3
scig1.0011043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011039	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0011035	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0011022	1	0	0	0	3	1	2	0	0	0	0	0	2	2	0
scig1.0011015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067050	5	0	1	1	0	0	0	0	0	2	0	0	0	0	3
scig1.0010988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0010982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010976	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0010971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010936	303	211	203	255	610	455	438	469	333	441	482	420	312	575	512
scig1.0010917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010897	87	66	54	67	182	118	104	132	141	178	199	228	227	321	67
scig1.0010893	19	52	8	61	43	55	91	52	228	188	199	258	234	224	82
scig1.0010888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010881	0	0	0	0	1	0	1	0	1	0	1	3	4	3	0
scig1.0067718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0066050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010867	93	41	38	33	364	150	98	207	386	267	69	123	144	282	48
scig1.0025186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010842	5	0	1	0	0	2	0	0	1	0	0	0	1	2	1
scig1.0010836	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
scig1.0010830	94	29	66	44	12	52	117	14	88	148	156	161	117	200	121
scig1.0010829	1	0	0	0	1	0	0	0	2	2	1	0	0	2	0
scig1.0010827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010794	334	81	79	57	286	141	119	140	70	75	123	75	129	110	58
scig1.0010788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010785	0	1	0	0	4	0	1	0	1	5	4	7	2	2	3
scig1.9000536	1	0	3	5	0	0	3	0	0	9	0	0	6	32	0
scig1.0010741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010730	1	0	0	0	4	0	11	4	35	22	52	33	69	104	4
scig1.0063067	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
scig1.0010721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010697	0	0	1	0	0	2	0	1	7	2	5	2	5	5	3
scig1.0010696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010662	2	0	1	1	0	0	1	1	0	2	0	0	0	0	0
scig1.0010629	9	8	4	4	0	6	6	4	5	10	6	13	2	12	7
scig1.0010628	4	1	3	6	7	7	4	6	19	22	19	18	19	15	20
scig1.0010625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0054562	3	7	1	3	4	6	4	2	4	2	5	2	5	3	13
scig1.0010602	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0010600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010552	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0
scig1.0010548	7	3	2	1	6	4	2	0	1	1	0	4	0	2	0
scig1.0010540	26	0	3	1	7	3	1	0	10	1	3	16	0	4	13
scig1.0010521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041161	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0010500	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0080913	2	0	3	1	0	1	2	0	1	0	0	0	0	2	10
scig1.0010494	0	0	0	2	4	4	0	5	1	0	5	2	1	1	3
scig1.0010480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010474	0	2	2	0	0	4	2	1	3	3	1	4	4	5	0
scig1.0010455	1	1	4	0	3	0	0	2	0	0	4	3	0	2	0
scig1.0038692	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
scig1.0011207	1	3	0	0	0	2	3	2	1	1	0	2	2	6	0
scig1.0010435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010432	1513	529	233	106	6	40	1	0	0	12	0	3	1	2	103
scig1.0010418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010379	38	5	9	0	6	17	4	13	38	12	4	1	3	7	20
scig1.0010365	285	127	165	110	217	126	234	107	201	315	234	234	155	291	260
scig1.0010363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010354	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1
scig1.0010348	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
scig1.0077679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010343	27	20	32	18	32	27	12	23	26	24	21	28	25	22	20
scig1.0076048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0061668	3	2	1	0	0	1	1	8	0	4	1	0	1	0	1
scig1.0010282	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0010281	116	51	57	51	153	102	103	79	94	137	165	123	139	188	262
scig1.0010279	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
scig1.0010276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010273	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0071335	11	3	6	2	7	0	15	7	6	8	9	3	2	3	15
scig1.0010258	726	155	237	120	209	252	132	110	196	177	221	185	213	210	148
scig1.0013371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010205	240	62	95	47	38	49	36	11	75	61	106	50	91	122	71
scig1.0010193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010189	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
scig1.0010178	4	0	0	2	1	4	3	0	0	0	2	3	0	6	3
scig1.0010168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010160	1	0	3	0	0	0	2	1	3	11	4	5	4	2	3
scig1.0028438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010150	0	0	0	0	3	4	1	2	0	1	0	0	1	0	1
scig1.0010107	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0010103	2	0	1	0	0	0	0	0	0	0	0	0	0	0	13
scig1.0010615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010098	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0010096	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
scig1.0010095	2	0	0	0	0	0	0	2	7	0	0	1	2	2	0
scig1.0010077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010072	2	1	0	0	0	0	0	0	0	1	1	0	4	0	0
scig1.0067485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010047	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0010043	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
scig1.0070385	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031318	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
scig1.0010022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009998	217	140	93	164	407	321	373	183	339	312	777	659	808	893	242
scig1.0009976	2	6	2	0	7	1	16	8	30	21	148	110	58	60	47
scig1.0040397	3	0	1	0	0	1	1	1	0	1	1	7	3	0	1
scig1.0009960	2	0	0	0	2	1	0	0	0	0	0	5	1	5	0
scig1.0009955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009953	7	6	8	2	0	5	0	6	4	1	4	2	1	9	3
scig1.0011610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009946	0	0	0	0	0	0	0	1	0	0	1	3	0	0	5
scig1.0009936	465	147	99	57	53	95	22	33	24	36	41	62	38	66	37
scig1.0009933	1	4	0	1	1	0	0	0	2	0	4	1	0	0	0
scig1.0009918	5	2	0	0	2	2	1	1	1	5	3	2	0	4	5
scig1.0009911	84	26	37	20	81	48	32	38	35	55	61	64	31	72	15
scig1.0009898	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0060485	0	0	2	0	0	0	0	1	0	0	4	0	0	38	16
scig1.0009896	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0009887	0	0	0	0	0	1	0	0	1	1	1	3	5	0	2
scig1.0009875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072027	5	0	5	1	0	4	0	6	3	2	0	0	1	0	15
scig1.0043788	6	2	1	2	1	2	5	1	7	0	0	0	5	3	11
scig1.0009862	162	73	39	37	82	64	45	34	88	76	86	71	73	98	57
scig1.0045257	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
scig1.0009852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079869	9886	4397	3104	2953	5948	5045	4697	3647	6342	4523	5135	5775	3535	4368	5986
scig1.0009809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067451	3	0	1	0	0	1	0	0	0	2	2	0	2	1	5
scig1.0009791	491	209	290	232	473	397	259	301	282	250	436	355	405	619	203
scig1.0009789	4	1	2	0	1	4	1	0	2	1	2	0	0	1	4
scig1.0009780	1	0	0	1	0	2	0	0	2	0	0	0	1	3	0
scig1.0009776	156	32	37	25	102	105	47	70	74	74	113	90	73	90	100
scig1.0009770	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0009762	58	29	25	17	17	22	14	13	12	25	56	33	50	55	34
scig1.0009738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0037283	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0019499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009729	25	10	7	8	16	14	27	14	31	40	29	32	27	32	137
scig1.0009723	957	261	412	231	925	919	573	735	561	544	745	911	456	737	1387
scig1.0009699	2	0	0	1	0	1	4	1	0	2	1	1	3	1	0
scig1.0047891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009684	17	11	19	9	7	8	15	0	21	19	4	8	6	5	113
scig1.0009676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009656	17	1	3	0	0	8	2	13	3	0	8	2	0	2	45
scig1.0009646	76	27	28	15	15	13	18	3	5	33	21	12	6	7	30
scig1.0009637	8	11	14	2	0	5	2	0	0	3	3	3	1	0	54
scig1.0009636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0022804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015427	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
scig1.0009617	2	0	0	0	0	0	0	0	1	0	3	0	6	1	0
scig1.0054640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039517	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
scig1.0009614	1	0	0	0	0	0	0	0	0	0	3	0	1	2	1
scig1.0009578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009550	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0041306	7	10	8	5	1	2	7	2	5	4	0	1	2	8	3
scig1.0009548	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
scig1.0009538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009533	15	11	6	6	32	16	7	10	17	12	14	32	12	6	0
scig1.0072633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009521	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
scig1.0009513	39	7	13	5	21	30	23	17	19	22	21	19	12	26	31
scig1.0009509	342	117	227	188	119	109	233	81	466	688	802	1199	3424	8058	339
scig1.0017871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054299	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009498	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
scig1.0009494	358	87	130	47	90	93	63	93	75	94	56	57	63	74	137
scig1.0042704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009492	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0009490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048830	79	26	61	23	89	76	51	51	78	50	152	106	72	104	71
scig1.0009484	0	0	2	0	0	0	0	3	0	0	0	0	0	0	48
scig1.0009465	1	0	2	1	6	0	0	0	0	0	0	0	0	1	3
scig1.0052378	0	1	2	3	0	4	0	3	1	0	2	0	1	9	0
scig1.0078874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047296	30	3	1	1	4	5	13	3	7	10	9	13	8	14	12
scig1.0009453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009425	3	0	0	1	0	2	0	0	3	0	0	0	0	0	1
scig1.0009421	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
scig1.0009415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009414	200	94	108	87	243	160	122	102	101	181	139	149	119	201	166
scig1.0014216	404	342	178	410	1244	605	478	889	715	933	1096	1030	1178	1425	1932
scig1.0009402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
scig1.0009394	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0078631	801	402	438	374	922	691	401	475	546	572	901	757	765	1141	403
scig1.0015249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009367	89	30	58	35	8	42	66	5	129	118	64	58	52	277	122
scig1.0029426	4	3	2	1	7	6	7	4	7	16	25	28	17	29	6
scig1.0009359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0068160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009355	569	342	318	193	484	373	282	235	310	353	374	360	275	443	339
scig1.0009350	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
scig1.0009349	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0
scig1.0021094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009347	50	51	22	34	20	32	2	21	24	35	29	3	5	16	61
scig1.0065112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009323	11	5	6	0	7	13	10	10	4	4	16	10	4	12	9
scig1.0009320	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0035138	0	3	2	0	4	18	1	7	0	4	29	21	11	3	1
scig1.0023431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0009316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009311	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0009291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072311	1	1	5	2	2	3	1	1	1	2	0	3	0	2	6
scig1.0009271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016650	85	25	28	29	211	146	414	213	174	285	261	217	78	151	263
scig1.0009258	145	35	46	22	16	25	22	17	60	30	28	35	35	29	20
scig1.0025507	0	0	0	0	4	0	0	0	0	0	2	1	3	0	0
scig1.0009234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009231	733	200	209	121	387	308	312	195	399	364	463	430	340	369	404
scig1.0009225	33	13	0	0	44	12	18	0	28	7	44	0	46	22	0
scig1.0009221	14	4	110	36	0	6	1	0	0	0	0	1	0	2	148
scig1.0009199	553	132	254	134	422	373	242	196	408	325	538	421	431	617	497
scig1.0009193	38	22	35	15	26	47	28	40	14	35	45	26	37	47	49
scig1.0071423	610	192	255	148	440	583	280	352	414	359	544	588	400	579	375
scig1.0009185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0009184	172	53	224	223	47	280	363	132	287	326	645	773	185	535	852
scig1.0079895	15	5	3	8	23	12	85	41	153	129	209	209	169	122	33
scig1.0009178	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009172	120	30	155	94	309	669	16	417	55	70	9	22	20	18	255
scig1.0009168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009135	0	0	0	0	0	0	6	3	7	5	7	4	10	13	0
scig1.0055124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009125	1632	591	744	542	1460	1892	1190	1451	1006	1099	1625	2004	1241	1763	2038
scig1.0070571	4	1	3	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0009113	1	0	0	0	1	2	0	6	2	0	0	0	0	0	0
scig1.0009111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009075	1	0	0	0	1	0	0	0	0	0	1	0	1	2	1
scig1.0009070	1095	355	336	181	484	471	238	336	358	248	623	497	529	939	99
scig1.0009050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009033	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2
scig1.0009022	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0044816	0	0	0	0	0	0	0	1	0	0	2	0	0	0	4
scig1.0009017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009012	8	0	8	3	2	3	1	1	4	9	4	2	2	1	11
scig1.0009003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026856	1	0	0	1	4	0	0	2	0	1	0	0	1	0	0
scig1.0008995	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0008983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008970	20	11	13	8	32	27	15	10	7	9	24	18	4	6	13
scig1.0026639	98	72	13	16	38	111	9	36	11	8	112	89	33	27	49
scig1.0020611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
scig1.0008937	3	0	0	2	2	6	3	1	3	1	3	0	0	0	3
scig1.0077867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008925	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055139	18	9	5	4	16	6	11	10	10	16	27	8	16	17	13
