 GW30948_IN	GW30948_OS	GW30948_OUT	GW30951_IN	GW30951_OS	GW30951_OUT	GW30956_IN	GW30956_OS	GW30956_OUT	GW30957_IN	GW30957_OS	GW30957_OUT	GW30959_IN	GW30959_OS	GW30959_OUT
scig1.0001065	283	35	64	202	98	240	70	101	129	118	91	415	113	78	100
scig1.0043372	0	0	0	2	5	12	0	0	0	16	0	8	0	0	7
scig1.0043362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010254	41	27	19	173	73	300	65	77	129	80	36	84	65	44	47
scig1.0043360	4	6	3	14	10	10	3	2	1	12	11	6	2	4	5
scig1.0006167	7900	2751	1813	3771	3722	7610	5678	4348	5015	4520	2365	3607	4464	2321	2958
scig1.0082040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043357	111	122	73	115	42	244	53	35	101	113	83	101	82	38	84
scig1.0059499	3	1	3	6	0	8	2	0	1	1	0	0	1	0	2
scig1.0044749	1	1	0	1	0	0	2	0	0	0	0	1	1	0	0
scig1.0043355	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001768	1	1	0	3	1	10	3	2	6	2	0	2	0	2	2
scig1.0043329	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
scig1.0040358	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0
scig1.0043304	153	68	51	453	50	695	243	23	360	167	108	152	117	57	85
scig1.0022878	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0043286	188	174	75	512	185	628	288	200	375	218	245	293	160	97	153
scig1.0050102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055508	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0
scig1.0034997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065844	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0073221	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0
scig1.0043282	538	49	144	620	205	1467	1260	165	1191	543	94	449	321	191	350
scig1.0043278	69	132	37	228	189	427	146	245	249	180	195	293	119	112	99
scig1.0043275	28	54	13	88	69	131	51	72	59	42	95	36	36	36	33
scig1.0030843	0	4	0	11	6	13	8	8	10	8	8	7	4	0	12
scig1.0046925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002071	170	191	82	401	245	665	255	180	336	186	198	176	163	102	124
scig1.0076612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043265	0	0	0	1	1	5	0	0	5	2	1	1	1	0	3
scig1.0041158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009771	59	36	6	85	44	117	55	57	60	44	21	42	38	20	43
scig1.0033918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043244	0	0	1	1	1	1	0	1	0	0	1	3	2	1	0
scig1.0040897	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1
scig1.0043234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0030840	75	72	47	211	122	420	96	114	181	101	112	125	104	71	94
scig1.0069692	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0039556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043227	1	0	1	2	0	2	0	0	1	2	0	2	0	0	0
scig1.0077282	19	13	10	43	44	84	32	38	39	17	21	17	15	17	17
scig1.0013024	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0043220	11	19	7	53	23	65	24	33	21	16	16	22	22	9	16
scig1.0022112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0038869	5	11	3	18	19	19	3	32	12	9	10	2	3	6	2
scig1.0070673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008500	122	143	25	154	217	338	121	208	132	108	207	98	83	78	79
scig1.0052249	186	25	77	262	59	563	198	49	253	173	24	185	128	58	98
scig1.0067657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0066999	6	6	3	7	0	43	1	0	2	3	5	5	8	4	6
scig1.0029438	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0043212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074680	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
scig1.0069079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041373	0	10	0	10	3	23	7	14	11	0	6	1	0	1	3
scig1.0058997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012245	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
scig1.0001478	0	27	1	2	31	7	7	21	1	1	22	6	1	4	4
scig1.0043199	268	41	43	276	47	451	244	53	321	216	16	167	143	63	85
scig1.0007968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054366	12	6	6	42	21	63	23	10	22	21	14	13	22	5	18
scig1.0059748	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
scig1.0043196	0	0	0	0	0	2	0	1	1	0	1	1	0	0	0
scig1.0043192	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
scig1.0043171	260	167	92	369	252	675	217	254	269	263	175	281	202	116	166
scig1.0043165	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
scig1.9000771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063495	2	3	0	0	0	0	0	1	0	1	0	2	4	0	0
scig1.0043164	158	66	45	192	119	339	131	107	189	114	126	129	111	72	101
scig1.0010347	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0058012	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0
scig1.0043160	0	0	0	30	8	72	7	0	13	54	2	27	21	8	15
scig1.0008785	788	170	105	855	407	1628	830	355	748	697	268	478	716	326	360
scig1.9000682	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0
scig1.0046833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047585	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
scig1.0060365	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0043149	24	77	24	89	125	119	95	110	134	36	127	44	21	95	27
scig1.0051137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043113	0	0	1	3	0	1	0	0	0	0	0	0	0	0	1
scig1.0032843	23	0	10	12	6	32	13	4	17	11	2	22	6	3	7
scig1.0002725	5	0	1	2	1	5	0	0	0	8	2	2	5	0	2
scig1.0043098	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0
scig1.0070510	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
scig1.0070636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0068225	81	25	24	96	29	129	53	16	56	42	31	36	43	21	26
scig1.0043073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020766	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0
scig1.9001282	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
scig1.0025770	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0079173	2029	729	370	1521	1257	2829	2120	1218	1852	1147	886	897	1053	682	876
scig1.0028791	132	58	46	159	216	343	185	194	177	240	204	331	144	198	198
scig1.0026202	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
scig1.0052863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043066	23	13	5	54	22	67	22	19	47	13	20	20	19	13	11
scig1.0043063	111	80	39	144	109	327	85	107	100	117	88	87	130	94	107
scig1.0043057	784	569	346	512	802	1023	240	676	273	1012	1055	1564	730	541	642
scig1.0007939	0	0	0	2	0	0	0	0	0	2	0	1	0	1	1
scig1.0058160	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0
scig1.0044592	13	10	2	26	17	47	21	17	33	42	11	21	7	11	14
scig1.0043054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043052	2	0	0	4	0	3	3	1	0	0	0	0	0	0	0
scig1.0068625	83	12	21	105	21	273	115	22	128	73	20	71	68	20	43
scig1.0029632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043050	263	47	39	63	78	200	134	91	107	117	56	86	104	54	67
scig1.0051884	11	0	1	14	5	10	14	8	7	3	3	5	0	2	4
scig1.0026178	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0
scig1.0043033	12	4	12	37	15	67	18	13	31	16	10	25	15	8	14
scig1.0043032	227	223	140	514	265	971	269	313	423	250	322	409	243	161	204
scig1.0057339	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
scig1.0010525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015601	0	2	0	4	3	0	0	1	1	1	0	1	0	0	1
scig1.0066424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074720	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
scig1.0043026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0025513	0	0	0	63	5	109	40	0	78	25	0	20	11	5	11
scig1.0067080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0027815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008135	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
scig1.0043814	1321	741	628	2104	1248	4321	1485	1495	2277	1518	991	1853	1192	771	972
scig1.0019798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063536	254	324	105	651	357	1098	407	377	590	216	283	317	225	181	196
scig1.0034632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051361	598	109	101	489	239	865	427	198	439	459	155	567	343	155	246
scig1.0002006	2	4	6	10	6	15	7	11	6	3	5	12	5	6	5
scig1.0007360	1	3	0	1	0	2	0	8	2	0	3	1	3	2	1
scig1.0007443	2	0	0	1	2	3	2	0	1	0	0	4	1	1	2
scig1.0043000	104	11	54	159	17	231	73	31	92	18	2	28	49	5	29
scig1.0049343	43	9	3	15	8	41	21	8	22	6	6	9	20	11	13
scig1.0028844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010742	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
scig1.0042999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065782	1	4	3	18	5	11	10	4	12	0	3	6	3	1	1
scig1.0042998	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
scig1.0006559	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
scig1.9000577	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
scig1.0043997	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0042981	10	5	9	29	9	47	15	10	24	25	10	19	26	12	11
scig1.0034157	1	1	2	4	1	14	0	3	4	0	1	3	4	0	1
scig1.0005057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048209	97	104	30	103	104	195	92	112	111	66	104	80	52	35	61
scig1.0066633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052218	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0
scig1.0050710	16	7	15	55	26	88	24	20	32	36	7	31	36	19	25
scig1.0031102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050806	314	105	58	422	91	312	573	100	669	124	34	79	84	36	61
scig1.0063148	8	12	5	35	9	41	16	17	25	14	9	23	9	5	10
scig1.0042946	8	26	5	37	25	65	31	32	43	25	38	35	14	10	18
scig1.0042945	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1
scig1.0066118	226	259	114	366	343	606	363	243	389	401	265	306	229	192	166
scig1.0019853	230	278	282	603	406	1261	327	439	601	453	443	715	414	350	309
scig1.0063809	9	6	4	6	5	20	5	14	10	10	7	10	12	5	3
scig1.0049673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053023	15	24	19	43	68	94	36	75	33	62	80	96	64	57	52
scig1.0059969	126	10	30	374	167	646	327	196	397	142	18	122	152	48	71
scig1.0075736	1	0	0	45	6	106	102	4	129	30	3	32	11	12	30
scig1.0046906	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0042930	14	16	13	26	6	95	7	7	36	17	7	47	12	11	14
scig1.0038877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025969	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0042920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021706	0	0	0	0	2	0	1	0	1	0	3	0	0	0	0
scig1.0077713	336	980	187	1567	3597	3590	379	1509	206	1631	5746	1890	902	1248	532
scig1.0022212	19	106	1	44	157	60	29	137	16	28	210	23	30	71	12
scig1.0042914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015516	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
scig1.0052478	29	14	8	97	21	219	54	51	80	49	15	64	43	29	26
scig1.0070470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0030387	69	49	27	292	128	332	90	100	83	84	79	102	81	62	45
scig1.0077350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0071381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0066977	50	22	6	58	77	65	49	52	43	38	40	25	50	19	34
scig1.0062036	224	228	169	405	282	1080	360	359	490	318	169	400	362	230	191
scig1.0051042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042881	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
scig1.0040140	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0013884	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
scig1.0042872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036504	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0
scig1.0049313	5	3	4	8	7	29	9	13	22	6	1	3	24	8	4
scig1.0018544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006106	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0012125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042858	5	6	0	10	3	10	4	3	5	4	2	1	6	1	1
scig1.0042856	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
scig1.0061993	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
scig1.0075841	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0045127	25	170	7	71	37	145	23	25	34	16	15	22	28	16	24
scig1.0042854	73	84	44	281	117	344	156	107	219	154	123	140	98	64	87
scig1.0052622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042840	0	1	0	0	0	2	0	1	1	1	0	0	0	0	0
scig1.0056999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042819	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
scig1.0079503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049202	1	0	1	1	0	2	0	0	0	0	0	0	1	0	1
scig1.0042817	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0048599	0	1	1	75	6	158	34	4	106	17	10	23	19	9	13
scig1.0052782	2371	13	1009	4842	152	10505	584	144	734	508	11	442	531	163	200
scig1.0042812	239	85	42	128	58	220	122	102	147	123	69	107	113	62	72
scig1.0036886	3	0	0	9	8	12	6	3	13	3	1	7	3	3	3
scig1.0005185	2	2	1	2	2	1	6	4	10	3	0	0	2	1	0
scig1.0042808	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0008204	0	2	0	5	0	22	4	0	4	1	0	2	3	9	6
scig1.0042807	4	0	2	4	1	1	3	3	5	0	1	1	1	0	3
scig1.0039701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048044	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0042778	1	4	1	4	2	10	1	3	2	5	1	8	2	1	1
scig1.0030454	54	29	23	58	48	124	57	72	111	46	53	33	49	19	34
scig1.0032478	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0
scig1.0042775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059231	83	10	27	20	12	52	14	5	29	42	17	77	43	16	24
scig1.0044231	1	3	0	6	1	9	0	0	2	4	2	2	1	2	1
scig1.0021698	24	13	9	40	18	60	30	17	30	27	8	13	19	7	8
scig1.0038611	654	296	341	1189	553	2212	504	559	636	783	585	1034	676	481	515
scig1.0042764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006098	0	4	0	2	0	1	1	0	0	1	1	0	0	0	0
scig1.0068458	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
scig1.0012545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073697	1	0	2	2	1	0	0	1	0	1	1	1	1	0	3
scig1.0026002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039379	14	3	5	4	4	4	2	5	4	6	3	17	4	2	4
scig1.0063828	8	0	3	7	4	22	3	2	4	11	1	24	3	1	14
scig1.0042754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054720	0	0	0	2	4	10	0	0	0	14	0	11	7	6	1
scig1.0050793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056611	1	0	0	1	1	5	0	0	1	9	0	9	6	2	1
scig1.0002003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0071676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0078298	0	2	0	0	2	3	1	0	0	0	1	2	0	0	1
scig1.0022923	4	0	0	1	1	1	0	1	1	1	0	0	1	2	0
scig1.0064447	194	56	39	163	95	342	135	85	130	169	96	106	146	66	122
scig1.0010352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065816	1	0	0	0	0	0	0	0	0	2	3	3	1	3	5
scig1.0072485	1	1	0	7	0	1	0	0	0	2	1	0	2	1	0
scig1.0005277	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
scig1.0044239	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
scig1.0041616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049869	25	13	5	44	18	53	27	23	31	16	28	27	16	17	10
scig1.0011934	0	0	0	0	1	0	0	0	0	3	0	0	1	1	0
scig1.0043972	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0042765	6367	1569	731	3304	2839	7945	3890	2582	2723	4033	1966	2010	3122	1731	2161
scig1.0072151	1	1	0	1	0	1	0	0	2	0	0	1	0	0	2
scig1.0001491	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0
scig1.0050089	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
scig1.0057832	0	0	0	16	3	24	1	2	1	6	0	3	1	1	4
scig1.0013143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048736	69	51	26	195	78	262	52	89	111	64	52	112	51	52	51
scig1.0009954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0048160	149	161	79	290	145	436	212	193	303	223	245	216	152	104	140
scig1.0022537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003211	113	66	24	145	79	275	113	92	209	104	61	98	56	28	74
scig1.0011019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026263	3	1	0	12	8	12	3	8	0	39	1	5	10	6	12
scig1.0055018	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
scig1.0012920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031441	19	0	9	9	2	39	4	2	15	19	1	12	15	2	8
scig1.0015037	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0
scig1.0054652	146	67	102	218	84	468	104	104	161	124	45	245	251	116	101
scig1.0042701	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
scig1.0035604	1	12	1	0	93	2	0	60	1	1	61	0	0	22	1
scig1.0060272	113	50	78	672	110	736	709	94	953	218	88	279	145	81	82
scig1.0047701	0	0	0	1	3	1	0	1	4	3	2	0	0	0	0
scig1.0012994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063177	0	1	0	6	4	3	3	2	4	1	0	3	0	3	1
scig1.0012234	3	0	1	1	1	4	0	1	0	2	0	3	1	0	1
scig1.0070461	265	191	74	529	418	902	325	360	445	496	293	326	262	227	261
scig1.0045194	1	5	1	4	2	0	4	4	4	1	0	2	0	0	1
scig1.0037778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018117	0	0	0	16	18	48	3	0	5	49	1	87	12	15	13
scig1.0070827	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0065842	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1
scig1.0020111	0	7	1	2	0	2	0	2	2	0	1	2	0	1	0
scig1.0064618	10	6	1	18	2	35	14	4	14	4	5	4	11	4	4
scig1.0042692	137	65	67	232	93	315	154	104	229	125	86	123	88	51	80
scig1.0000542	143	44	57	205	104	324	120	85	149	68	78	63	68	40	54
scig1.0030190	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
scig1.0042684	0	0	0	28	5	64	34	1	54	19	1	20	21	6	21
scig1.0042679	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
scig1.9000784	53	24	9	4	1	6	1	1	0	17	10	2	8	2	4
scig1.0073419	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
scig1.0068891	0	0	0	1	0	1	0	0	0	12	0	1	2	0	3
scig1.0046983	0	6	0	0	0	2	0	4	0	0	1	1	0	0	0
scig1.0012310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042642	11	61	1	32	54	85	11	74	16	14	46	4	19	31	16
scig1.0034450	1	0	0	0	0	1	0	1	0	0	2	2	1	1	0
scig1.0044531	39	11	21	263	23	257	37	21	44	40	16	47	14	13	24
scig1.0047626	0	0	0	1	0	1	0	0	0	0	0	0	2	1	1
scig1.0042632	63	13	19	187	52	347	92	65	112	58	18	38	44	28	40
scig1.0042627	56	0	33	173	11	485	2	10	4	51	10	60	53	7	22
scig1.0078091	0	0	1	2	1	0	0	1	1	0	1	5	1	1	0
scig1.0075231	13486	6183	3382	20789	7407	29769	11208	9233	13631	11106	7297	15269	9075	5122	7445
scig1.0012811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058771	2	6	0	10	5	5	2	5	2	2	7	12	3	2	7
scig1.0032026	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0005857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048818	1	0	1	2	1	4	0	2	1	1	0	3	0	1	0
scig1.0038627	10	19	9	46	19	100	10	20	29	10	23	40	13	27	13
scig1.0062141	1	1	0	3	2	1	0	0	0	0	2	1	0	1	0
scig1.0042591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044407	0	0	0	61	2	118	32	2	118	10	0	11	14	4	33
scig1.0022229	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
scig1.0013958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0068569	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025157	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042588	80	83	30	142	205	224	93	166	156	75	170	87	88	90	94
scig1.0050410	0	0	0	11	2	15	11	1	11	14	4	5	6	1	3
scig1.0059981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0022659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042574	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
scig1.0079134	75	9	46	299	49	463	149	32	231	83	21	135	100	35	76
scig1.0070705	5	1	0	0	0	0	0	0	0	0	1	2	1	0	0
scig1.0057304	20379	5514	4042	13337	8481	20450	12903	9706	14885	11876	8376	14662	10359	5617	7795
scig1.0038120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043820	167	7	157	394	51	962	86	24	171	226	18	556	148	59	123
scig1.0062430	27	10	3	10	11	29	1	6	3	36	16	29	20	11	17
scig1.0028402	55	26	11	118	30	220	108	30	114	54	23	71	49	16	50
scig1.0042566	97	38	18	90	67	192	89	51	74	77	56	69	48	32	46
scig1.0006504	0	0	0	4	7	14	6	0	23	4	0	3	8	1	6
scig1.0022201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060216	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
scig1.0057918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034385	2	2	1	2	0	3	1	0	3	0	1	6	0	0	0
scig1.0075007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016618	0	0	0	3	1	1	0	1	0	0	0	1	1	1	0
scig1.0051899	148	89	81	435	145	908	203	141	292	184	123	265	155	117	126
scig1.0042562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011932	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
scig1.0046544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007496	0	0	0	2	2	0	3	4	0	0	0	1	0	0	1
scig1.0018207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042551	6	14	3	31	29	97	10	16	18	10	25	24	16	6	8
scig1.0041558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
